ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
6385,59971,Gross hematuria,Gross hematuria
10208,9161,Abrasion hip/leg-infect,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected"
5913,5855,Chron kidney dis stage V,"Chronic kidney disease, Stage V"
8936,7785,Edema of newborn NEC/NOS,Other and unspecified edema of newborn
5359,45387,Ac embl thorac vein NEC,Acute venous embolism and thrombosis of other thoracic veins
7916,7618,Matern compl NEC aff NB,Other specified maternal complications of pregnancy affecting fetus or newborn
7939,76384,Meconium dur del aff NB,Meconium passage during delivery
3409,33818,Acute postop pain NEC,Other acute postoperative pain
3327,29604,Bipo I sin man-sev w psy,"Bipolar I disorder, single manic episode, severe, specified as with psychotic behavior"
11456,E8130,Mv-oth veh coll-driver,Motor vehicle traffic accident involving collision with other vehicle injuring driver of motor vehicle other than motorcycle
8560,80232,Subcondyl fx mandib-open,"Open fracture of mandible, subcondylar"
8845,85402,Brain inj NEC-brief coma,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, with brief [less than one hour] loss of consciousness"
5708,63512,Legal abor w hemorr-comp,"Legally induced abortion, complicated by delayed or excessive hemorrhage, complete"
3835,35781,Chr inflam polyneuritis,Chronic inflammatory demyelinating polyneuritis
2308,2550,Cushing's syndrome,Cushing's syndrome
6149,55010,Unilat ing hernia w obst,"Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified (not specified as recurrent)"
9539,9152,Blister finger,"Blister of finger(s), without mention of infection"
9437,81100,Fx scapula NOS-closed,"Closed fracture of scapula, unspecified part"
5744,6248,Noninflam dis vulva NEC,Other specified noninflammatory disorders of vulva and perineum
13097,9104,Insect bite head,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection"
6401,60091,BPH NOS w ur obs/LUTS,"Hyperplasia of prostate, unspecified, with urinary obstruction and other lower urinary symptoms (LUTS)"
2426,2130,Ben neo skull/face bone,Benign neoplasm of bones of skull and face
2292,2528,Parathyroid disorder NEC,Other specified disorders of parathyroid gland
1411,1125,Disseminated candidiasis,Disseminated candidiasis
13077,V1004,Hx of gastric malignancy,Personal history of malignant neoplasm of stomach
1624,2589,Polyglandul dysfunc NOS,"Polyglandular dysfunction, unspecified"
14543,V8535,"BMI 35.0-35.9,adult","Body Mass Index 35.0-35.9, adult"
2353,20921,Mal carcinoid bronc/lung,Malignant carcinoid tumor of the bronchus and lung
11136,8730,Open wound of scalp,"Open wound of scalp, without mention of complication"
4197,4389,Late effect CV dis NOS,Unspecified late effects of cerebrovascular disease
3383,33521,Prog muscular atrophy,Progressive muscular atrophy
5503,4822,H.influenzae pneumonia,Pneumonia due to Hemophilus influenzae [H. influenzae]
3206,2897,Methemoglobinemia,Methemoglobinemia
12391,99831,Disrup internal op wound,Disruption of internal operation (surgical) wound
8695,7685,Severe birth asphyxia,Severe birth asphyxia
882,1320,Pediculus capitis,Pediculus capitis [head louse]
12647,E9346,Adv eff gamma globulin,Gamma globulin causing adverse effects in therapeutic use
2048,1952,Malig neo abdomen,Malignant neoplasm of abdomen
1201,1513,Mal neo stomach fundus,Malignant neoplasm of fundus of stomach
3055,3154,Devel coordination dis,Developmental coordination disorder
8517,76515,Preterm NEC 1250-1499g,"Other preterm infants, 1,250-1,499 grams"
10245,86611,Kidney hematoma-open,"Injury to kidney with open wound into cavity, hematoma without rupture of capsule"
4421,4238,Pericardial disease NEC,Other specified diseases of pericardium
2236,28243,Alpha thalassemia,Alpha thalassemia
10228,86500,Spleen injury NOS-closed,"Injury to spleen without mention of open wound into cavity, unspecified injury"
8774,8470,Sprain of neck,Sprain of neck
4347,41040,"AMI inferior wall,unspec","Acute myocardial infarction of other inferior wall, episode of care unspecified"
3230,2913,Alcoh psy dis w hallucin,Alcohol-induced psychotic disorder with hallucinations
4249,44422,Lower extremity embolism,Arterial embolism and thrombosis of lower extremity
2300,2536,Neurohypophysis dis NEC,Other disorders of neurohypophysis
13131,9779,Poison-medicinal agt NOS,Poisoning by unspecified drug or medicinal substance
10555,94335,3rd deg burn shoulder,"Full-thickness skin loss [third degree, not otherwise specified] of shoulder"
12307,9754,Poisoning-antitussives,Poisoning by antitussives
5920,58881,Sec hyperparathyrd-renal,Secondary hyperparathyroidism (of renal origin)
7172,75322,Cong obst ureteroves jnc,Congenital obstruction of ureterovesical junction
7534,69513,Stevens-Johnson syndrome,Stevens-Johnson syndrome
11801,74100,Spin bif w hydroceph NOS,"Spina bifida with hydrocephalus, unspecified region"
1042,7051,Hpt C acute wo hpat coma,Acute hepatitis C without mention of hepatic coma
13218,99939,Infect fol infus/inj/vac,"Infection following other infusion, injection, transfusion, or vaccination"
3221,29040,"Vascular dementia,uncomp","Vascular dementia, uncomplicated"
7762,7019,Skin hypertro/atroph NOS,Unspecified hypertrophic and atrophic conditions of skin
2230,2821,Heredit elliptocytosis,Hereditary elliptocytosis
13502,E9382,Adv eff gas anesthet NEC,Other gaseous anesthetics causing adverse effects in therapeutic use
12611,E9310,Adv eff sulfonamides,Sulfonamides causing adverse effects in therapeutic use
4278,4478,Arterial disease NEC,Other specified disorders of arteries and arterioles
7977,80172,Opn skl base fx-brf coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
10630,73393,Stress fx tibia/fibula,Stress fracture of tibia or fibula
12544,E8641,Acc poison-acids,Accidental poisoning by acids not elsewhere classified
4734,37500,Dacryoadenitis NOS,"Dacryoadenitis, unspecified"
678,4101,Streptococcus group a,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, group A"
11079,V653,Dietary surveil/counsel,Dietary surveillance and counseling
4324,40413,Ben hyp ht/kd stg V w hf,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease"
8089,83904,Disloc 4th cerv vert-cl,"Closed dislocation, fourth cervical vertebra"
897,1361,Behcet's syndrome,Behcet's syndrome
2456,2164,Ben neo scalp/skin neck,Benign neoplasm of scalp and skin of neck
5064,4373,Nonrupt cerebral aneurym,"Cerebral aneurysm, nonruptured"
12119,78199,Nerve/musculskel sym NEC,Other symptoms involving nervous and musculoskeletal systems
10220,E9509,Poison-solid/liquid NEC,Suicide and self-inflicted poisoning by other and unspecified solid and liquid substances
11165,94423,2nd deg burn mult finger,"Blisters, epidermal loss [second degree] of two or more digits of hand, not including thumb"
4984,5691,Rectal prolapse,Rectal prolapse
2809,34931,Accid punc/op lac dura,Accidental puncture or laceration of dura during a procedure
11559,96972,Poisoning by amphetamine,Poisoning by amphetamines
10148,V4589,Post-proc states NEC,Other postprocedural status
8735,80321,Cl skull fx NEC w/o coma,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
2799,34839,Encephalopathy NEC,Other encephalopathy
4945,56211,Dvrtcli colon w/o hmrhg,Diverticulitis of colon (without mention of hemorrhage)
7888,7602,Maternal infec aff NB,Maternal infections affecting fetus or newborn
6297,64664,Gu infection-postpartum,"Infections of genitourinary tract in pregnancy, postpartum condition or complication"
7333,74682,Cor triatriatum,Cor triatriatum
13914,V1083,Hx-skin malignancy NEC,Personal history of other malignant neoplasm of skin
12916,7245,Backache NOS,"Backache, unspecified"
2847,34571,Epil par cont w intr epi,"Epilepsia partialis continua, with intractable epilepsy"
6262,64511,Post term preg-del,"Post term pregnancy, delivered, with or without mention of antepartum condition"
10965,V183,Fam hx-blood disord NEC,Family history of other blood disorders
5836,57470,Gal&bil cal w/oth w/o ob,"Calculus of gallbladder and bile duct with other cholecystitis, without mention of obstruction"
6174,55221,Obstr incisional hernia,Incisional ventral hernia with obstruction
3477,34431,Monplga lwr lmb dmnt sde,Monoplegia of lower limb affecting dominant side
2978,3083,Acute stress react NEC,Other acute reactions to stress
2559,2334,Ca in situ prostate,Carcinoma in situ of prostate
10916,7384,Acq spondylolisthesis,Acquired spondylolisthesis
9836,E8853,Fall from skis,Fall from skis
10381,9013,Inj innomin/subclav vein,Injury to innominate and subclavian veins
9048,7716,Neonatal conjunctivitis,Neonatal conjunctivitis and dacryocystitis
12099,72291,Disc dis NEC/NOS-cerv,"Other and unspecified disc disorder, cervical region"
3391,3361,Vascular myelopathies,Vascular myelopathies
5436,46611,Acu broncholitis d/t RSV,Acute bronchiolitis due to respiratory syncytial virus (RSV)
5853,5760,Postcholecystectomy synd,Postcholecystectomy syndrome
7323,74602,Cong pulmon valve stenos,"Stenosis of pulmonary valve, congenital"
2883,30470,Opioid/other dep-unspec,"Combinations of opioid type drug with any other drug dependence, unspecified"
872,1307,Toxoplasmosis site NEC,Toxoplasmosis of other specified sites
3454,34212,Spstc hmiplg nondmnt sde,Spastic hemiplegia and hemiparesis affecting nondominant side
3149,2861,Cong factor IX disorder,Congenital factor IX disorder
8875,71903,Joint effusion-forearm,"Effusion of joint, forearm"
2964,30751,Bulimia nervosa,Bulimia nervosa
11241,81404,Fx pisiform-closed,Closed fracture of pisiform bone of wrist
12973,72761,Rotator cuff rupture,Complete rupture of rotator cuff
3057,3158,Development delays NEC,Other specified delays in development
8495,76493,Fet growth ret 750-999g,"Fetal growth retardation, unspecified, 750-999 grams"
4621,38900,Conduct hearing loss NOS,"Conductive hearing loss, unspecified"
4413,42291,Idiopathic myocarditis,Idiopathic myocarditis
7739,6963,Pityriasis rosea,Pityriasis rosea
1767,2394,Bladder neoplasm NOS,Neoplasm of unspecified nature of bladder
13726,E9410,Adv eff cholinergics,Parasympathomimetics [cholinergics] causing adverse effects in therapeutic use
11476,E8150,Mv coll w oth obj-driver,Other motor vehicle traffic accident involving collision on the highway injuring driver of motor vehicle other than motorcycle
2536,2309,Ca in situ GI NEC/NOS,Carcinoma in situ of other and unspecified digestive organs
2705,30401,Opioid dependence-contin,"Opioid type dependence, continuous"
1572,20150,Ndr sclr unsp xtrndl org,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites"
11880,E9991,"Late effect, terrorism",Late effect of injury due to terrorism
5653,62210,Dysplasia of cervix NOS,"Dysplasia of cervix, unspecified"
11643,E9198,Machinery accident NEC,Accidents caused by other specified machinery
3385,33523,Pseudobulbar palsy,Pseudobulbar palsy
6703,64421,Early onset delivery-del,"Early onset of delivery, delivered, with or without mention of antepartum condition"
9456,8900,Open wound of hip/thigh,"Open wound of hip and thigh, without mention of complication"
5448,4732,Chr ethmoidal sinusitis,Chronic ethmoidal sinusitis
8716,7705,NB atelectasis NEC/NOS,Other and unspecified atelectasis
1264,1726,Malig melanoma arm,"Malignant melanoma of skin of upper limb, including shoulder"
3417,33900,Cluster headache syn NOS,"Cluster headache syndrome, unspecified"
2464,2181,Intramural leiomyoma,Intramural leiomyoma of uterus
3223,29042,Vasc dementia w delusion,"Vascular dementia, with delusions"
13319,V1041,Hx-cervical malignancy,Personal history of malignant neoplasm of cervix uteri
2231,2822,Glutathione dis anemia,Anemias due to disorders of glutathione metabolism
2533,2306,Ca in situ anus NOS,"Carcinoma in situ of anus, unspecified"
5150,5119,Pleural effusion NOS,Unspecified pleural effusion
11424,99645,Periprosthetc osteolysis,Peri-prosthetic osteolysis
6393,60000,BPH w/o urinary obs/LUTS,Hypertrophy (benign) of prostate without urinary obstruction and other lower urinary tract symptom (LUTS)
6076,53400,Ac marginal ulcer w hem,"Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction"
7320,7459,Septal closure anom NOS,Unspecified defect of septal closure
13317,8068,Vert fx NOS-cl w crd inj,Closed fracture of unspecified vertebral column with spinal cord injury
12906,66634,Postpart coag def-postpa,"Postpartum coagulation defects, postpartum condition or complication"
4503,431,Intracerebral hemorrhage,Intracerebral hemorrhage
10613,67484,Puerp compl NEC-postpart,"Other complications of puerperium, postpartum condition or complication"
11549,96905,Pois tricyclc antidepres,Poisoning by tricyclic antidepressants
3565,38420,Perforat tympan memb NOS,"Perforation of tympanic membrane, unspecified"
13460,E0010,"Walking,marching,hiking","Activities involving walking, marching and hiking"
7733,69581,Ritter's disease,Ritter's disease
3430,3393,Drug induce headache NEC,"Drug induced headache, not elsewhere classified"
2715,30423,Cocaine depend-remiss,"Cocaine dependence, in remission"
12623,E9322,Adv eff ovarian hormones,Ovarian hormones and synthetic substitutes causing adverse effects in therapeutic use
4911,37921,Vitreous degeneration,Vitreous degeneration
635,362,Meningococcemia,Meningococcemia
7293,74441,Branch cleft sinus/fistu,Branchial cleft sinus or fistula
2980,3089,Acute stress react NOS,Unspecified acute reaction to stress
11969,E9298,Late eff accident NEC,Late effects of other accidents
10062,V143,Hx-anti-infect allergy,Personal history of allergy to other anti-infective agent
11379,92619,Crushing inj trunk NEC,Crushing injury of other specified sites of trunk
2962,30749,Nonorganic sleep dis NEC,Other specific disorders of sleep of nonorganic origin
9950,E9505,Poison-drug/medicin NOS,Suicide and self-inflicted poisoning by unspecified drug or medicinal substance
7844,71155,Viral arthritis-pelvis,"Arthropathy associated with other viral diseases, pelvic region and thigh"
13419,E8769,Medical misadventure NOS,Unspecified misadventure during medical care
1099,7889,Oth spec dis viruses,Other specified diseases due to viruses
13242,7874,Visible peristalsis,Visible peristalsis
3144,28529,Anemia-other chronic dis,Anemia of other chronic disease
7618,75265,Hidden penis,Hidden penis
5498,4808,Viral pneumonia NEC,Pneumonia due to other virus not elsewhere classified
13273,80606,C5-c7 fx-cl/com cord les,Closed fracture of C5-C7 level with complete lesion of cord
5525,4847,Pneum in oth sys mycoses,Pneumonia in other systemic mycoses
13588,9517,Injury hypoglossal nerve,Injury to hypoglossal nerve
11145,94401,Burn NOS finger,Burn of unspecified degree of single digit (finger (nail) other than thumb
2829,34460,Cauda equina synd NOS,Cauda equina syndrome without mention of neurogenic bladder
12747,E8228,Oth coll mov obj-per NEC,Other motor vehicle nontraffic accident involving collision with moving object injuring other specified person
2065,1974,Sec malig neo sm bowel,Secondary malignant neoplasm of small intestine including duodenum
6316,5920,Calculus of kidney,Calculus of kidney
12643,E9342,Adv eff anticoagulants,Anticoagulants causing adverse effects in therapeutic use
7570,75029,Pharyngeal anomaly NEC,Other specified anomalies of pharynx
4038,36400,Acute iridocyclitis NOS,"Acute and subacute iridocyclitis, unspecified"
12382,99800,"Postoperative shock, NOS","Postoperative shock, unspecified"
10027,79093,Elvtd prstate spcf antgn,Elevated prostate specific antigen [PSA]
7661,80024,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
1155,1450,Mal neo cheek mucosa,Malignant neoplasm of cheek mucosa
12121,7821,Nonspecif skin erupt NEC,Rash and other nonspecific skin eruption
9463,8921,Open wound foot-compl,"Open wound of foot except toe(s) alone, complicated"
3025,31289,Other conduct disorder,Other conduct disorder
13019,78702,Nausea alone,Nausea alone
2172,2774,Dis bilirubin excretion,Disorders of bilirubin excretion
6108,53570,Eosinophil gastrt wo hem,"Eosinophilic gastritis, without mention of hemorrhage"
10076,V1508,Hx-radiogrphc dye allrgy,Allergy to radiographic dye
12032,V5481,Aftercare joint replace,Aftercare following joint replacement
13530,80707,Fracture seven ribs-clos,Closed fracture of seven ribs
4260,44621,Goodpasture's syndrome,Goodpasture's syndrome
7150,70409,Alopecia NEC,Other alopecia
5350,45376,Ch embl internl jug vein,Chronic venous embolism and thrombosis of internal jugular veins
6049,53241,Chr duoden ulc hem-obstr,"Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction"
8878,71906,Joint effusion-l/leg,"Effusion of joint, lower leg"
2174,2776,Defic circul enzyme NEC,Other deficiencies of circulating enzymes
3133,28411,Antin chemo indcd pancyt,Antineoplastic chemotherapy induced pancytopenia
5839,57481,Gal&bil cal w/ac&ch w ob,"Calculus of gallbladder and bile duct with acute and chronic cholecystitis, with obstruction"
11977,V502,Routine circumcision,Routine or ritual circumcision
8501,76499,Fet growth ret 2500+g,"Fetal growth retardation, unspecified, 2,500 grams and over"
6138,5400,Ac append w peritonitis,Acute appendicitis with generalized peritonitis
4354,41061,"True post infarct, init","True posterior wall infarction, initial episode of care"
10411,9614,Poisoning-antimalarials,Poisoning by antimalarials and drugs acting on other blood protozoa
437,949,Neurosyphilis NOS,"Neurosyphilis, unspecified"
1750,2384,Polycythemia vera,Polycythemia vera
5529,4870,Influenza with pneumonia,Influenza with pneumonia
10034,7913,Myoglobinuria,Myoglobinuria
14206,87323,Open wound nasal sinus,"Open wound of nasal sinus, without mention of complication"
4345,41031,"AMI inferopost, initial","Acute myocardial infarction of inferoposterior wall, initial episode of care"
7181,7539,Urinary anomaly NOS,Unspecified anomaly of urinary system
5968,5272,Sialoadenitis,Sialoadenitis
3810,3551,Meralgia paresthetica,Meralgia paresthetica
9414,8083,Fracture of pubis-open,Open fracture of pubis
12338,9351,Foreign body esophagus,Foreign body in esophagus
4528,38589,Dis mid ear/mastoid NEC,Other disorders of middle ear and mastoid
4349,41042,"AMI inferior wall,subseq","Acute myocardial infarction of other inferior wall, subsequent episode of care"
1334,1643,Mal neo post mediastinum,Malignant neoplasm of posterior mediastinum
13429,E8790,Abn react-cardiac cath,"Cardiac catheterization as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
13733,E9422,Adv eff antilipemics,Antilipemic and antiarteriosclerotic drugs causing adverse effects in therapeutic use
4558,3951,Rheumatic aortic insuff,Rheumatic aortic insufficiency
1216,1533,Mal neo sigmoid colon,Malignant neoplasm of sigmoid colon
4595,3879,Otosclerosis NOS,"Otosclerosis, unspecified"
8638,71534,Loc osteoarth NOS-hand,"Osteoarthrosis, localized, not specified whether primary or secondary, hand"
10072,V1504,Hx-seafood allergy,Allergy to seafood
2641,3003,Obsessive-compulsive dis,Obsessive-compulsive disorders
10031,7910,Proteinuria,Proteinuria
3911,36105,"Recent detachment, total","Recent retinal detachment, total or subtotal"
7509,69279,Oth dermatitis solar rad,Other dermatitis due to solar radiation
13632,E8298,Oth rd veh acc-pers NEC,Other road vehicle accidents injuring other specified person
7579,7511,Atresia small intestine,Atresia and stenosis of small intestine
5420,463,Acute tonsillitis,Acute tonsillitis
2221,2809,Iron defic anemia NOS,"Iron deficiency anemia, unspecified"
4270,4473,Renal artery hyperplasia,Hyperplasia of renal artery
6920,82122,Fx low femur epiphy-clos,"Closed fracture of epiphysis, lower (separation) of femur"
4506,4329,Intracranial hemorr NOS,Unspecified intracranial hemorrhage
8039,80071,Opn skul vlt fx w/o coma,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
1883,20380,Oth imno npl wo ach rmsn,"Other immunoproliferative neoplasms, without mention of having achieved remission"
6662,64244,Mild/NOS preeclamp-p/p,"Mild or unspecified pre-eclampsia, postpartum condition or complication"
9220,71856,Ankylosis-lower/leg,"Ankylosis of joint, lower leg"
11300,9038,Injury arm vessels NEC,Injury to other specified blood vessels of upper extremity
9362,78934,Abdmnal mass lt lwr quad,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant"
8881,71909,Joint effusion-mult jts,"Effusion of joint, multiple sites"
2790,34700,Narcolepsy w/o cataplexy,"Narcolepsy, without cataplexy"
7572,7504,Esophageal anomaly NEC,Other specified anomalies of esophagus
14117,85131,Opn cortex lacer-no coma,"Cortex (cerebral) laceration with open intracranial wound, with no loss of consciousness"
14128,85144,Cerebel contus-prol coma,"Cerebellar or brain stem contusion without mention of open intracranial wound, with prolonged [more than 24 hours] loss consciousness and return to pre-existing conscious level"
5941,52563,Fx dental mat w/o loss,Fractured dental restorative material without loss of material
6921,82123,Supracondyl fx femur-cl,Closed supracondylar fracture of femur
2082,1991,Malignant neoplasm NOS,Other malignant neoplasm without specification of site
4329,40501,Mal renovasc hypertens,Malignant renovascular hypertension
1605,2559,Adrenal disorder NOS,Unspecified disorder of adrenal glands
9117,85204,Subarach hem-prolng coma,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
11984,V510,Brst reconst fol mastect,Encounter for breast reconstruction following mastectomy
5772,6274,Sympt state w artif meno,Symptomatic states associated with artificial menopause
10171,V486,Disfigurements of head,Disfigurements of head
4949,56401,Slow transt constipation,Slow transit constipation
3926,36189,Retinal detachment NEC,Other forms of retinal detachment
4284,4510,Superfic phlebitis-leg,Phlebitis and thrombophlebitis of superficial vessels of lower extremities
1073,75,Infectious mononucleosis,Infectious mononucleosis
6918,82120,Fx low end femur NOS-cl,"Closed fracture of lower end of femur, unspecified part"
8701,7689,Birth asphyxia NOS,Unspecified severity of birth asphyxia in liveborn infant
2539,2312,Ca in situ bronchus/lung,Carcinoma in situ of bronchus and lung
3840,35801,Myasthna gravs w ac exac,Myasthenia gravis with (acute) exacerbation
5285,51901,Tracheostomy infection,Infection of tracheostomy
2360,20929,Malig carcinoid oth site,Malignant carcinoid tumor of other sites
5181,5168,Alveol pneumonopathy NEC,Other specified alveolar and parietoalveolar pneumonopathies
63,74,Cryptosporidiosis,Cryptosporidiosis
9208,71844,Jt contracture-hand,"Contracture of joint, hand"
8044,80076,Opn skul vlt fx-coma NOS,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
7370,7483,Laryngotrach anomaly NEC,"Other anomalies of larynx, trachea, and bronchus"
8371,71694,Arthropathy NOS-hand,"Arthropathy, unspecified, hand"
11262,81509,Mult fx metacarpus-close,Closed fracture of multiple sites of metacarpus
8165,71106,Pyogen arthritis-l/leg,"Pyogenic arthritis, lower leg"
5573,5569,Ulceratve colitis unspcf,"Ulcerative colitis, unspecified"
3448,3419,Cns demyelination NOS,"Demyelinating disease of central nervous system, unspecified"
2775,2751,Dis copper metabolism,Disorders of copper metabolism
8480,76418,Lt-date w/mal 2000-2499g,"""Light-for-dates""with signs of fetal malnutrition, 2,000-2,499 grams"
9260,7768,Transient hemat dis NEC,Other specified transient hematological disorders of fetus or newborn
4794,37652,Enophthalmos d/t trauma,Enophthalmos due to trauma or surgery
2282,2513,Postsurg hypoinsulinemia,Postsurgical hypoinsulinemia
11652,E9209,Acc-cutting instrum NOS,Accidents caused by unspecified cutting and piercing instrument or object
11610,E8580,Acc poison-hormones,Accidental poisoning by hormones and synthetic substitutes
12369,99739,Respiratory comp NEC,Other respiratory complications
1455,1175,Cryptococcosis,Cryptococcosis
12350,99687,Comp intestine transplnt,Complications of transplanted intestine
6688,64313,Hyperem w metab-antepart,"Hyperemesis gravidarum with metabolic disturbance, antepartum condition or complication"
7763,80125,Cl skl base fx-deep coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
12657,E9356,Adv eff antirheumatics,Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use
3837,35789,Inflam/tox neuropthy NEC,Other inflammatory and toxic neuropathy
2325,20800,Ac leu un cl wo ach rmsn,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
11495,81519,Mult fx metacarpus-open,Open fracture of multiple sites of metacarpus
2529,2302,Ca in situ stomach,Carcinoma in situ of stomach
7686,83114,Disloc acromioclavic-opn,Open dislocation of acromioclavicular (joint)
2067,1976,Sec mal neo peritoneum,Secondary malignant neoplasm of retroperitoneum and peritoneum
5167,51631,Idiopath pulmon fibrosis,Idiopathic pulmonary fibrosis
10297,81210,Fx upper humerus NOS-opn,Open fracture of unspecified part of upper end of humerus
2751,2728,Lipoid metabol dis NEC,Other disorders of lipoid metabolism
7330,7466,Cong mitral insufficienc,Congenital mitral insufficiency
1850,20270,Periph T cell lym xtrndl,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites"
13692,V298,NB obsrv oth suspct cond,Observation for other specified suspected conditions
8610,71481,Rheumatoid lung,Rheumatoid lung
11219,81343,Fx distal ulna-closed,Closed fracture of distal end of ulna (alone)
3621,3320,Paralysis agitans,Paralysis agitans
2266,25063,DMI neuro uncntrld,"Diabetes with neurological manifestations, type I [juvenile type], uncontrolled"
10283,7935,Nonsp abn find-gu organs,Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs
1258,1720,Malig melanoma lip,Malignant melanoma of skin of lip
192,1193,Pulmon TB NOS-micro dx,"Pulmonary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy"
10157,V469,Machine dependence NOS,Unspecified machine dependence
1033,7030,Hpt B acte wo cm wo dlta,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta"
1220,1537,Mal neo splenic flexure,Malignant neoplasm of splenic flexure
11608,E856,Acc poison-antibiotics,Accidental poisoning by antibiotics
13215,99932,Blood inf dt cen ven cth,Bloodstream infection due to central venous catheter
1658,2662,B-complex defic NEC,Other B-complex deficiencies
8394,85200,Traum subarachnoid hem,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, unspecified state of consciousness"
14541,V8533,"BMI 33.0-33.9,adult","Body Mass Index 33.0-33.9, adult"
3400,33720,Unsp rflx sympth dystrph,"Reflex sympathetic dystrophy, unspecified"
12855,E9364,Adv eff anti-parkinson,Anti-parkinsonism drugs causing adverse effects in therapeutic use
2822,3519,Facial nerve dis NOS,"Facial nerve disorder, unspecified"
12800,V5869,Long-term use meds NEC,Long-term (current) use of other medications
5417,4618,Other acute sinusitis,Other acute sinusitis
5098,49301,Ext asthma w status asth,Extrinsic asthma with status asthmaticus
5006,56989,Intestinal disorders NEC,Other specified disorders of intestine
11942,V4283,Trnspl status-pancreas,Pancreas replaced by transplant
12616,E9315,Adv eff antprotazoal NEC,Other antiprotozoal drugs causing adverse effects in therapeutic use
14538,V8530,"BMI 30.0-30.9,adult","Body Mass Index 30.0-30.9, adult"
632,35,Erysipelas,Erysipelas
9831,E8846,Fall from commode,Accidental fall from commode
13539,66942,Oth ob compl-deliv w p/p,"Other complications of obstetrical surgery and procedures, delivered, with mention of postpartum complication"
8736,80322,Cl skull fx NEC-brf coma,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
1619,25801,Mult endo neoplas type I,Multiple endocrine neoplasia [MEN] type I
1772,23989,Neoplasm other sites NOS,"Neoplasms of unspecified nature, other specified sites"
7649,80010,Cl skl vlt fx/cerebr lac,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
12552,E8654,Acc poison-plants NEC,Accidental poisoning from other specified plants
3157,2867,Acq coagul factor defic,Acquired coagulation factor deficiency
6057,53291,Duodenal ulcer NOS-obstr,"Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction"
1313,1609,Mal neo access sinus NOS,"Malignant neoplasm of accessory sinus, unspecified"
5556,55321,Incisional hernia,Incisional hernia without mention of obstruction or gangrene
2290,25208,Hyperparathyroidism NEC,Other hyperparathyroidism
13874,78842,Polyuria,Polyuria
5391,4580,Orthostatic hypotension,Orthostatic hypotension
10192,V4973,Status amput foot,Foot amputation status
13393,E8735,Wrng temp in applic/pack,Inappropriate [too hot or too cold] temperature in local application and packing
6050,53250,Chr duoden ulcer w perf,"Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction"
11597,E8543,Acc poison-cns stimulant,Accidental poisoning by central nervous system stimulants
255,48,Shigella infection NEC,Other specified shigella infections
2930,30592,Drug abuse NEC-episodic,"Other, mixed, or unspecified drug abuse, episodic"
9457,8901,Open wnd hip/thigh-compl,"Open wound of hip and thigh, complicated"
11283,90254,Injury iliac vein,Injury to iliac vein
13276,80609,C5-c7 fx-cl/cord inj NEC,Closed fracture of C5-C7 level with other specified spinal cord injury
4181,3798,Eye disorders NEC,Other specified disorders of eye and adnexa
13912,V1081,Hx of bone malignancy,Personal history of malignant neoplasm of bone
5068,4377,Transient global amnesia,Transient global amnesia
10217,E9506,Poison-agricult agent,Suicide and self-inflicted poisoning by agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers
