,icd9_code,diagnoses_short_title,diagnoses_long_title,procedure_short_title,procedure_long_title
1159,9034,Injury palmar artery,Injury to palmar artery,Parasitology-ent/larynx,"Microscopic examination of specimen from ear, nose, throat, and larynx, parasitology"
1160,9035,Injury finger vessels,Injury to digital blood vessels,Toxicology-ent/larynx,"Microscopic examination of specimen from ear, nose, throat, and larynx, toxicology"
1161,9039,Injury arm vessel NOS,Injury to unspecified blood vessel of upper extremity,Micro exam-ent/laryn NEC,"Microscopic examination of specimen from ear, nose, throat, and larynx, other microscopic examination"
1162,9041,Inj superfic femoral art,Injury to superficial femoral artery,Bact smear-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, bacterial smear"
1163,9042,Injury femoral vein,Injury to femoral veins,Culture-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture"
1164,9043,Injury saphenous vein,Injury to saphenous veins,C & s-lower resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, culture and sensitivity"
1165,9046,Inj deep plantar vessel,Injury to deep plantar blood vessels,Cell block/pap-lowr resp,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, cell block and Papanicolaou smear"
1166,9049,Blood vessel injury NOS,Injury to blood vessels of unspecified site,Micro exam-lowr resp NEC,"Microscopic examination of specimen from trachea, bronchus, pleura, lung, and other thoracic specimen, and of sputum, other microscopic examination"
1167,9649,Poisoning-blood agt NOS,Poisoning by unspecified agent affecting blood constituents,Other gu instillation,Other genitourinary instillation
1168,9651,Poisoning-salicylates,Poisoning by salicylates,Irrigation of eye,Irrigation of eye
1169,9654,Pois-arom analgesics NEC,"Poisoning by aromatic analgesics, not elsewhere classified",Dental scaling & debride,"Dental scaling, polishing, and debridement"
1170,9655,Poisoning-pyrazole deriv,Poisoning by pyrazole derivatives,Tracheostomy toilette,Tracheostomy toilette
1171,9657,Pois-no-narc analges NEC,Poisoning by other non-narcotic analgesics,Vascular cath irrigation,Irrigation of vascular catheter
1172,9658,Pois-analges/antipyr NEC,Poisoning by other specified analgesics and antipyretics,Wound catheter irrigat,Irrigation of wound catheter
1173,9659,Pois-analges/antipyr NOS,Poisoning by unspecified analgesic and antipyretic,Wound irrigation NEC,Other irrigation of wound
1174,9670,Poisoning-barbiturates,Poisoning by barbiturates,Con inv mec ven-unsp dur,Continuous invasive mechanical ventilation of unspecified duration
1175,9671,Poisoning-chloral hydrat,Poisoning by chloral hydrate group,Cont inv mec ven <96 hrs,Continuous invasive mechanical ventilation for less than 96 consecutive hours
1176,9672,Poisoning-paraldehyde,Poisoning by paraldehyde,Cont inv mec ven 96+ hrs,Continuous invasive mechanical ventilation for 96 consecutive hours or more
1177,9233,Contusion of finger,Contusion of finger,Particulate radiosurgery,Particulate radiosurgery
1178,9239,Contusion upper limb NOS,Contusion of unspecified part of upper limb,Stereo radiosurgery NEC,"Stereotactic radiosurgery, not elsewhere classified"
1179,9957,Adverse food react NEC,"Other adverse food reactions, not elsewhere classified",Botulism antitoxin admin,Administration of botulism antitoxin
1180,9961,Malfunc vasc device/graf,"Mechanical complication of other vascular device, implant, and graft",Atrial cardioversion,Atrial cardioversion
1181,9962,Malfun neuro device/graf,"Mechanical complication of nervous system device, implant, and graft",Heart countershock NEC,Other electric countershock of heart
1182,9701,Poison-opiate antagonist,Poisoning by opiate antagonists,Replace gast/esoph tube,Replacement of (naso-)gastric or esophagostomy tube
1183,8690,Internal inj NOS-closed,Internal injury to unspecified or ill-defined organs without mention of open wound into cavity,Ext fat for grft/banking,Extraction of fat for graft or banking
1184,8691,Internal injury NOS-open,Internal injury to unspecified or ill-defined organs with open wound into cavity,Skin excision for graft,Excision of skin for graft
1185,8701,Full-thicknes lac eyelid,"Laceration of eyelid, full-thickness, not involving lacrimal passages",Pneumoencephalogram,Pneumoencephalogram
1186,8702,Lac eyelid inv lacrm pas,Laceration of eyelid involving lacrimal passages,Brain/skull contrst xray,Other contrast radiogram of brain and skull
1187,8703,Penetr wnd orbit w/o FB,"Penetrating wound of orbit, without mention of foreign body",C.A.T. scan of head,Computerized axial tomography of head
1188,8704,Penetrat wnd orbit w FB,Penetrating wound of orbit with foreign body,Head tomography NEC,Other tomography of head
1189,8708,Opn wnd ocular adnex NEC,Other specified open wounds of ocular adnexa,Cervical lymphangiogram,Cervical lymphangiogram
1190,8709,Opn wnd ocular adnex NOS,Unspecified open wound of ocular adnexa,Head soft tiss x-ray NEC,"Other soft tissue x-ray of face, head, and neck"
1191,8711,Ocular lacera w prolapse,Ocular laceration with prolapse or exposure of intraocular tissue,Full-mouth x-ray,Full-mouth x-ray of teeth
1192,8712,Rupture eye w tissu loss,Rupture of eye with partial loss of intraocular tissue,Dental x-ray NEC,Other dental x-ray
1193,8713,Avulsion of eye,Avulsion of eye,Tm contrast arthrogram,Temporomandibular contrast arthrogram
1194,8714,Laceration of eye NOS,Unspecified laceration of eye,Contrast x-ray of orbit,Contrast radiogram of orbit
1195,8715,Penetrat magnet FB eye,Penetration of eyeball with magnetic foreign body,Contrast x-ray of sinus,Contrast radiogram of sinus
1196,8716,Penetrat FB NEC eye,Penetration of eyeball with (nonmagnetic) foreign body,Facial bone x-ray NEC,Other x-ray of facial bones
1197,8717,Ocular penetration NOS,Unspecified ocular penetration,Skull x-ray NEC,Other x-ray of skull
1198,7399,Somatic dysfunction NEC,"Nonallopathic lesions, abdomen and other sites",Ops assisting deliv NEC,Other operations assisting delivery
1199,7231,Cervicalgia,Cervicalgia,High forceps w episiot,High forceps operation with episiotomy
1200,7812,Abnormality of gait,Abnormality of gait,Applic ext fix-humerus,"Application of external fixator device, humerus"
1201,7813,Lack of coordination,Lack of coordination,Appl ext fix-radius/ulna,"Application of external fixator device, radius and ulna"
1202,7814,Transient limb paralysis,Transient paralysis of limb,Appl ext fix-metacar/car,"Application of external fixator device, carpals and metacarpals"
1203,7815,Clubbing of fingers,Clubbing of fingers,Applic ext fix dev-femur,"Application of external fixator device, femur"
1204,7816,Meningismus,Meningismus,Appl ext fix dev-patella,"Application of external fixator device, patella"
1205,7817,Tetany,Tetany,Appl ext fix-tib/fibula,"Application of external fixator device, tibia and fibula"
1206,7818,Neurologic neglect syndr,Neurologic neglect syndrome,Appl ext fix-metatar/tar,"Application of external fixator device, tarsals and metatarsals"
1207,7820,Skin sensation disturb,Disturbance of skin sensation,Limb shorten proc NOS,"Limb shortening procedures, unspecified site"
1208,7822,Local suprficial swellng,"Localized superficial swelling, mass, or lump",Limb short proc-humerus,"Limb shortening procedures, humerus"
1209,7823,Edema,Edema,Limb shorten-radius/ulna,"Limb shortening procedures, radius and ulna"
1210,7824,Jaundice NOS,"Jaundice, unspecified, not of newborn",Limb shorten-metacar/car,"Limb shortening procedures, carpals and metacarpals"
1211,7825,Cyanosis,Cyanosis,Limb short proc-femur,"Limb shortening procedures, femur"
1212,7827,Spontaneous ecchymoses,Spontaneous ecchymoses,Limb shorten-tib/fibula,"Limb shortening procedures, tibia and fibula"
1213,7828,Changes in skin texture,Changes in skin texture,Limb shorten-metatar/tar,"Limb shortening procedures, tarsals and metatarsals"
1214,7829,Integument tiss symp NEC,Other symptoms involving skin and integumentary tissues,Limb shorten proc NEC,"Limb shortening procedures, other bones"
1215,7830,Anorexia,Anorexia,Limb lengthen proc NOS,"Limb lengthening procedures, unspecified site"
1216,7833,Feeding problem,Feeding difficulties and mismanagement,Limb length-radius/ulna,"Limb lengthening procedures, radius and ulna"
1217,7835,Polydipsia,Polydipsia,Limb length proc-femur,"Limb lengthening procedures, femur"
1218,7837,Failure to thrive-adult,Adult failure to thrive,Limb lengthen-tib/fibula,"Limb lengthening procedures, tibia and fibula"
1219,7839,Nutr/metab/devel sym NEC,"Other symptoms concerning nutrition, metabolism, and development",Limb lengthen proc NEC,"Limb lengthening procedures, other bones"
1220,7840,Headache,Headache,Oth bone repair/plast op,"Other repair or plastic operations on bone, unspecified site"
1221,7841,Throat pain,Throat pain,Oth chest cage rep/plast,"Other repair or plastic operations on bone, scapula, clavicle, and thorax [ribs and sternum]"
1222,7842,Swelling in head & neck,"Swelling, mass, or lump in head and neck",Oth humerus repair/plast,"Other repair or plastic operations on bone, humerus"
1223,7843,Aphasia,Aphasia,Oth rad/uln repair/plast,"Other repair or plastic operations on bone, radius and ulna"
1224,8781,Open wound penis-compl,"Open wound of penis, complicated",X-ray of gravid uterus,X-ray of gravid uterus
1225,8782,Opn wound scrotum/testes,"Open wound of scrotum and testes, without mention of complication",Gas hysterosalpingogram,Gas contrast hysterosalpingogram
1226,8783,Opn wnd scrot/test-compl,"Open wound of scrotum and testes, complicated",Dye hysterosalpingogram,Opaque dye contrast hysterosalpingogram
1227,8784,Open wound of vulva,"Open wound of vulva, without mention of complication",Percutaneous hysterogram,Percutaneous hysterogram
1228,8785,Open wound vulva-compl,"Open wound of vulva, complicated",Tube & uterus x-ray NEC,Other x-ray of fallopian tubes and uterus
1229,8789,Opn wnd genital NEC-comp,"Open wound of other and unspecified parts of genital organs (external), complicated",Female genital x-ray NEC,Other x-ray of female genital organs
1230,8791,Open wound breast-compl,"Open wound of breast, complicated",Contr semin vesiculogram,Contrast seminal vesiculogram
1231,8792,Opn wnd anterior abdomen,"Open wound of abdominal wall, anterior, without mention of complication",Prostat/sem ves xray NEC,Other x-ray of prostate and seminal vesicles
1232,8793,Opn wnd ant abdomen-comp,"Open wound of abdominal wall, anterior, complicated",Contrast epididymogram,Contrast epididymogram
1233,9051,Late eff spine/trunk fx,Late effect of fracture of spine and trunk without mention of spinal cord lesion,Bact smear-blood,"Microscopic examination of blood, bacterial smear"
1234,9052,Late effect arm fx,Late effect of fracture of upper extremities,Culture-blood,"Microscopic examination of blood, culture"
1235,9053,Late eff femoral neck fx,Late effect of fracture of neck of femur,C & s-blood,"Microscopic examination of blood, culture and sensitivity"
1236,9054,Late effect leg fx,Late effect of fracture of lower extremities,Parasitology-blood,"Microscopic examination of blood, parasitology"
1237,9055,Late effect fracture NEC,Late effect of fracture of multiple and unspecified bones,Toxicology-blood,"Microscopic examination of blood, toxicology"
1238,9056,Late effect dislocation,Late effect of dislocation,Cell block/pap-blood,"Microscopic examination of blood, cell block and Papanicolaou smear"
1239,9059,Late eff traumat amputat,Late effect of traumatic amputation,Micro exam-blood NEC,"Microscopic examination of blood, other microscopic examination"
1240,9061,Late eff open wnd extrem,Late effect of open wound of extremities without mention of tendon injury,Bact smear-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, bacterial smear"
1241,9062,Late eff superficial inj,Late effect of superficial injury,Culture-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, culture"
1242,9063,Late effect of contusion,Late effect of contusion,C & s-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, culture and sensitivity"
1243,9064,Late effect of crushing,Late effect of crushing,Parasitol-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, parasitology"
1244,9065,Late eff head/neck burn,"Late effect of burn of eye, face, head, and neck",Toxicology-spleen/marrow,"Microscopic examination of specimen from spleen and of bone marrow, toxicology"
1245,9066,Late eff wrist/hand burn,Late effect of burn of wrist and hand,Cell blk/pap-spleen/marr,"Microscopic examination of specimen from spleen and of bone marrow, cell block and Papanicolaou smear"
1246,9069,Late effect of burn NOS,Late effect of burn of unspecified site,Micro exam-spln/marr NEC,"Microscopic examination of specimen from spleen and of bone marrow, other microscopic examination"
1247,9071,Late eff cran nerve inj,Late effect of injury to cranial nerve,Bact smear-lymph system,"Microscopic examination of specimen from lymph node and of lymph, bacterial smear"
1248,9072,Late eff spinal cord inj,Late effect of spinal cord injury,Culture-lymph system,"Microscopic examination of specimen from lymph node and of lymph, culture"
1249,9073,Lt eff nerv inj trnk NEC,"Late effect of injury to nerve root(s), spinal plexus(es), and other nerves of trunk",C & s-lymph system,"Microscopic examination of specimen from lymph node and of lymph, culture and sensitivity"
1250,9074,Lt eff nerv inj shld/arm,Late effect of injury to peripheral nerve of shoulder girdle and upper limb,Parasitology-lymph sys,"Microscopic examination of specimen from lymph node and of lymph, parasitology"
1251,9075,Lt eff nerv inj pelv/leg,Late effect of injury to peripheral nerve of pelvic girdle and lower limb,Toxicology-lymph system,"Microscopic examination of specimen from lymph node and of lymph, toxicology"
1252,9079,Late eff nerve inj NEC,Late effect of injury to other and unspecified nerve,Micro exam-lymph sys NEC,"Microscopic examination of specimen from lymph node and of lymph, other microscopic examination"
1253,9081,Late eff int inj abdomen,Late effect of internal injury to intra-abdominal organs,Bact smear-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, bacterial smear"
1254,9082,Late eff int injury NEC,Late effect of internal injury to other internal organs,Culture-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture"
1255,9083,Late eff inj periph vess,"Late effect of injury to blood vessel of head, neck, and extremities",C & s-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, culture and sensitivity"
1256,9084,Lt eff inj thor/abd vess,"Late effect of injury to blood vessel of thorax, abdomen, and pelvis",Parasitology-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, parasitology"
1257,9085,Late eff FB in orifice,Late effect of foreign body in orifice,Toxicology-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, toxicology"
1258,9086,Late eff complic trauma,Late effect of certain complications of trauma,Cell blk/pap-upper GI,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, cell block and Papanicolaou smear"
1259,9089,Late effect injury NOS,Late effect of unspecified injury,Micro exam-upper GI NEC,"Microscopic examination of specimen from upper gastrointestinal tract and of vomitus, other microscopic examination"
1260,9091,Late eff nonmed substanc,Late effect of toxic effects of nonmedical substances,Bact smear-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, bacterial smear"
1261,9092,Late effect of radiation,Late effect of radiation,Culture-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture"
1262,9711,Pois-parasympatholytics,Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics,Replace upper limb cast,Replacement of cast on upper limb
1263,9712,Poison-sympathomimetics,Poisoning by sympathomimetics [adrenergics],Replace lower limb cast,Replacement of cast on lower limb
1264,9713,Poisoning-sympatholytics,Poisoning by sympatholytics [antiadrenergics],Replace cast NEC,Replacement of other cast
1265,9721,Poisoning-cardiotonics,Poisoning by cardiotonic glycosides and drugs of similar action,Replace nasal packing,Replacement of nasal packing
1266,9722,Poisoning-antilipemics,Poisoning by antilipemic and antiarteriosclerotic drugs,Replace dental packing,Replacement of dental packing
1267,9723,Pois-ganglion block agt,Poisoning by ganglion-blocking agents,Replace trach tube,Replacement of tracheostomy tube
1268,9724,Pois-coronary vasodilat,Poisoning by coronary vasodilators,Replace vag diaphragm,Replacement and refitting of vaginal diaphragm
1269,9725,Poison-vasodilator NEC,Poisoning by other vasodilators,Replace vaginal pessary,Replacement of other vaginal pessary
1270,9726,Pois-antihyperten agent,Poisoning by other antihypertensive agents,Replace vag/vulv packing,Replacement of vaginal or vulvar packing or drain
1271,9729,Pois-cardiovasc agt NEC,Poisoning by other and unspecified agents primarily affecting the cardiovascular system,Non-op replacement NEC,Other nonoperative replacements
1272,9731,Pois-irritant cathartics,Poisoning by irritant cathartics,Remove eye prosthesis,Removal of eye prosthesis
1273,9732,Pois-emollient cathartic,Poisoning by emollient cathartics,Remove nasal packing,Removal of nasal packing
1274,9733,Poisoning-cathartic NEC,"Poisoning by other cathartics, including intestinal atonia",Remove dental wiring,Removal of dental wiring
1275,9734,Poisoning-digestants,Poisoning by digestants,Remove dental packing,Removal of dental packing
1276,9735,Poisoning-antidiarrh agt,Poisoning by antidiarrheal drugs,Remove dental prosthesis,Removal of dental prosthesis
1277,9736,Poisoning-emetics,Poisoning by emetics,Remove ext mand fix dev,Removal of other external mandibular fixation device
1278,9738,Poisoning-gi agents NEC,Poisoning by other specified agents primarily affecting the gastrointestinal system,Remove head/neck sutures,Removal of sutures from head and neck
1279,9739,Poisoning-gi agent NOS,Poisoning by unspecified agent primarily affecting the gastrointestinal system,Remove head/neck dev NEC,Removal of other therapeutic device from head and neck
1280,9741,Pois-purine diuretics,Poisoning by purine derivative diuretics,Remov thoracotomy tube,Removal of thoracotomy tube or pleural cavity drain
1281,9742,Pois-h2co3 anhydra inhib,Poisoning by carbonic acid anhydrase inhibitors,Remov mediastinal drain,Removal of mediastinal drain
1282,9743,Poisoning-saluretics,Poisoning by saluretics,Remov thorax sutures,Removal of sutures from thorax
1283,9744,Poisoning-diuretics NEC,Poisoning by other diuretics,Nonop remov hrt asst sys,Nonoperative removal of heart assist system
1284,9751,Pois-smooth muscle relax,Poisoning by smooth muscle relaxants,Remov gastrostomy tube,Removal of gastrostomy tube
1285,9752,Pois-skelet muscle relax,Poisoning by skeletal muscle relaxants,Remov small bowel tube,Removal of tube from small intestine
1286,9753,Poison-muscle agent NEC,Poisoning by other and unspecified drugs acting on muscles,Remov large bowel tube,Removal of tube from large intestine or appendix
1287,9754,Poisoning-antitussives,Poisoning by antitussives,Remov cholecystost tube,Removal of cholecystostomy tube
1288,9301,FB in conjunctival sac,Foreign body in conjunctival sac,Functional pt evaluation,Functional evaluation
1289,9302,FB in lacrimal punctum,Foreign body in lacrimal punctum,Orthotic evaluation,Orthotic evaluation
1290,9308,Foreign bdy ext eye NEC,Foreign body in other and combined sites on external eye,Electromyography,Electromyography
1291,9309,Foreign bdy ext eye NOS,Foreign body in unspecified site on external eye,Other dx pt procedure,Other diagnostic physical therapy procedure
1292,9331,Foreign body in larynx,Foreign body in larynx,Assisted pool exercise,Assisted exercise in pool
1293,9341,Foreign body bronchus,Foreign body in main bronchus,Spine tract w skull dev,Spinal traction using skull device
1294,9351,Foreign body esophagus,Foreign body in esophagus,Plaster jacket applicat,Application of plaster jacket
1295,9352,Foreign body in stomach,Foreign body in stomach,Neck support application,Application of neck support
1296,9971,Surg compl-heart,"Cardiac complications, not elsewhere classified",Therapeu plasmapheresis,Therapeutic plasmapheresis
1297,9972,Surg comp-peri vasc syst,"Peripheral vascular complications, not elsewhere classified",Therapeutc leukopheresis,Therapeutic leukopheresis
1298,9975,Surg compl-urinary tract,"Urinary complications, not elsewhere classified",Adm neuroprotective agnt,Administration of neuroprotective agent
1299,9982,Accidental op laceration,"Accidental puncture or laceration during a procedure, not elsewhere classified",Ultraviolet light therap,Ultraviolet light therapy
1300,9984,FB left during procedure,Foreign body accidentally left during a procedure,Isolation,Isolation
1301,9986,Persist postop fistula,Persistent postoperative fistula,Non-invasive bone stimul,Non-invasive placement of bone growth stimulator
1302,7847,Epistaxis,Epistaxis,Oth tib/fib repair/plast,"Other repair or plastic operations on bone, tibia and fibula"
1303,7848,Hemorrhage from throat,Hemorrhage from throat,Oth meta/tar repa/plast,"Other repair or plastic operations on bone, tarsals and metatarsals"
1304,7850,Tachycardia NOS,"Tachycardia, unspecified",Int fix w/o fx reduc NOS,"Internal fixation of bone without fracture reduction, unspecified site"
1305,7851,Palpitations,Palpitations,Int fixation-chest cage,"Internal fixation of bone without fracture reduction, scapula, clavicle, and thorax [ribs and sternum]"
1306,8052,Fx dorsal vertebra-close,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,Chemonucleolysis iv disc,Intervertebral chemonucleolysis
1307,8053,Fx dorsal vertebra-open,Open fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,Rep anulus fibrosus-grft,Repair of the anulus fibrosus with graft or prosthesis
1308,8054,Fx lumbar vertebra-close,Closed fracture of lumbar vertebra without mention of spinal cord injury,Rep anuls fibros NEC/NOS,Other and unspecified repair of the anulus fibrosus
1309,8794,Opn wnd lateral abdomen,"Open wound of abdominal wall, lateral, without mention of complication",Contrast vasogram,Contrast vasogram
1310,8795,Opn wnd lat abdomen-comp,"Open wound of abdominal wall, lateral, complicated",Epididymis/vas x-ray NEC,Other x-ray of epididymis and vas deferens
1311,8799,Opn wound site NOS-compl,"Open wound(s) (multiple) of unspecified site(s), complicated",Male genital x-ray NEC,Other x-ray of male genital organs
1312,8821,Opn wound hand-complicat,"Open wound of hand except finger(s) alone, complicated",Skl xray-shoulder/up arm,Skeletal x-ray of shoulder and upper arm
1313,8822,Open wound hand w tendon,"Open wound of hand except finger(s) alone, with tendon involvement",Skel xray-elbow/forearm,Skeletal x-ray of elbow and forearm
1314,9461,1st deg burn mult site,Erythema [first degree] of multiple specified sites,Alcohol rehabilitation,Alcohol rehabilitation
1315,9462,2nd deg burn mult site,"Blisters, epidermal loss [second degree] of multiple specified sites",Alcohol detoxification,Alcohol detoxification
1316,9463,3rd deg burn mult site,Full-thickness skin loss [third degree NOS] of multiple specified sites,Alcohol rehab/detox,Alcohol rehabilitation and detoxification
1317,9464,Deep 3 deg brn mult site,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple specified sites",Drug rehabilitation,Drug rehabilitation
1318,9465,3rd brn w loss-mult site,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of multiple specified sites",Drug detoxification,Drug detoxification
1319,9755,Poisoning-expectorants,Poisoning by expectorants,Remov biliary/liver tube,"Removal of T-tube, other bile duct tube, or liver tube"
1320,9756,Pois-anti-cold drugs,Poisoning by anti-common cold drugs,Remov pancreatic tube,Removal of pancreatic tube or drain
1321,9761,Poisoning-antipruritics,Poisoning by antipruritics,Remov pyelos/nephros tub,Removal of pyelostomy and nephrostomy tube
1322,9762,Pois-loc astring/deterg,Poisoning by local astringents and local detergents,Remov ureteral drain,Removal of ureterostomy tube and ureteral catheter
1323,9763,Pois-emol/demul/protect,"Poisoning by emollients, demulcents, and protectants",Remov cystostomy tube,Removal of cystostomy tube
1324,9764,Poison-hair/scalp prep,"Poisoning by keratolytics, keratoplastics, other hair treatment drugs and preparations",Remov urin drainage NEC,Removal of other urinary drainage device
1325,9991,Air embol comp med care,"Air embolism as a complication of medical care, not elsewhere classified",Anesthesia acupuncture,Acupuncture for anesthesia
1326,7239,Neck disorder/sympt NOS,Unspecified musculoskeletal disorders and symptoms referable to neck,High forceps op NEC,Other high forceps operation
1327,9093,Late eff surg/med compl,Late effect of complications of surgical and medical care,C & s-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, culture and sensitivity"
1328,9390,FB bladder & urethra,Foreign body in bladder and urethra,Non-invasive mech vent,Non-invasive mechanical ventilation
1329,9391,Foreign body uterus,"Foreign body in uterus, any part",Ippb,Intermittent positive pressure breathing [IPPB]
1330,9393,Foreign body penis,Foreign body in penis,Nonmechan resuscitation,Nonmechanical methods of resuscitation
1331,7271,Bunion,Bunion,Vacuum ext del w episiot,Vacuum extraction with episiotomy
1332,7852,Cardiac murmurs NEC,Undiagnosed cardiac murmurs,Int fixation-humerus,"Internal fixation of bone without fracture reduction, humerus"
1333,7853,Abnorm heart sounds NEC,Other abnormal heart sounds,Int fixation-radius/ulna,"Internal fixation of bone without fracture reduction, radius and ulna"
1334,7854,Gangrene,Gangrene,Int fixation-metacar/car,"Internal fixation of bone without fracture reduction, carpals and metacarpals"
1335,7856,Enlargement lymph nodes,Enlargement of lymph nodes,Internal fix-patella,"Internal fixation of bone without fracture reduction, patella"
1336,7859,Cardiovas sys symp NEC,Other symptoms involving cardiovascular system,Int fix-no fx reduct NEC,"Internal fixation of bone without fracture reduction, other bones"
1337,7861,Stridor,Stridor,Remov imp dev-chest cage,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum]"
1338,7862,Cough,Cough,Remove impl dev-humerus,"Removal of implanted devices from bone, humerus"
1339,7864,Abnormal sputum,Abnormal sputum,Remov imp dev-metac/carp,"Removal of implanted devices from bone, carpals and metacarpals"
1340,7866,Chest swelling/mass/lump,"Swelling, mass, or lump in chest",Remov imp device-patella,"Removal of implanted devices from bone, patella"
1341,7867,Abnormal chest sounds,Abnormal chest sounds,Remov imp dev-tib/fibula,"Removal of implanted devices from bone, tibia and fibula"
1342,7868,Hiccough,Hiccough,Remove imp dev-metat/tar,"Removal of implanted devices from bone, tarsals and metatarsals"
1343,7869,Resp sys/chest symp NEC,Other symptoms involving respiratory system and chest,Remove impl device NEC,"Removal of implanted devices from bone, other bones"
1344,7871,Heartburn,Heartburn,Osteoclasis-chest cage,"Osteoclasis, scapula, clavicle, and thorax [ribs and sternum]"
1345,9094,Late eff cert ext cause,Late effect of certain other external causes,Parasitology-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, parasitology"
1346,9095,Lte efct advrs efct drug,"Late effect of adverse effect of drug, medicinal or biological substance",Toxicology-lower GI,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, toxicology"
1347,9099,Late eff exter cause NEC,Late effect of other and unspecified external causes,Micro exam-lower GI NEC,"Microscopic examination of specimen from lower gastrointestinal tract and of stool, other microscopic examination"
1348,9101,Abrasion head-infected,"Abrasion or friction burn of face, neck, and scalp except eye, infected",Bact smear-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, bacterial smear"
1349,9102,Blister head,"Blister of face, neck, and scalp except eye, without mention of infection",Culture-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture"
1350,9103,Blister head-infected,"Blister of face, neck, and scalp except eye, infected",C & s-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, culture and sensitivity"
1351,9104,Insect bite head,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection",Parasitology-bili/pancr,"Microscopic examination of specimen from liver, biliary tract, and pancreas, parasitology"
1352,9105,Insect bite head-infect,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected",Toxicology-bili/pancreas,"Microscopic examination of specimen from liver, biliary tract, and pancreas, toxicology"
1353,9106,Foreign body head,"Superficial foreign body (splinter) of face, neck, and scalp except eye, without major open wound and without mention of infection",Cell blk/pap-bili/pancre,"Microscopic examination of specimen from liver, biliary tract, and pancreas, cell block and Papanicolaou smear"
1354,9109,Superf inj head NEC-inf,"Other and unspecified superficial injury of face, neck, and scalp, infected",Micro exam-bili/panc NEC,"Microscopic examination of specimen from liver, biliary tract, and pancreas, other microscopic examination"
1355,9111,Abrasion trunk-infected,"Abrasion or friction burn of trunk, infected",Bact smear-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, bacterial smear"
1356,9112,Blister trunk,"Blister of trunk, without mention of infection",Culture-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, culture"
1357,9113,Blister trunk-infected,"Blister of trunk, infected",C & s-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, culture and sensitivity"
1358,9114,Insect bite trunk,"Insect bite, nonvenomous of trunk, without mention of infection",Parasitology-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, parasitology"
1359,9115,Insect bite trunk-infec,"Insect bite, nonvenomous of trunk, infected",Toxicology-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, toxicology"
1360,9116,Foreign body trunk,"Superficial foreign body (splinter) of trunk, without major open wound and without mention of infection",Cell blk/pap-peritoneum,"Microscopic examination of peritoneal and retroperitoneal specimen, cell block and Papanicolaou smear"
1361,9119,Superf inj trnk NEC-inf,"Other and unspecified superficial injury of trunk, infected",Micro exam-periton NEC,"Microscopic examination of peritoneal and retroperitoneal specimen, other microscopic examination"
1362,9121,Abrasion shldr/arm-infec,"Abrasion or friction burn of shoulder and upper arm, infected",Bact smear-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, bacterial smear"
1363,9122,Blister shoulder & arm,"Blister of shoulder and upper arm, without mention of infection",Culture-upper urinary,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture"
